Symbol	Trade Type	Entry DateTime	Exit DateTime	Entry Price	Exit Price	Trade Quantity	Max Open Quantity	Max Closed Quantity	Profit/Loss (P)	Cumulative Profit/Loss (P)	FlatToFlat Profit/Loss (P)	FlatToFlat Max Open Profit (P)	FlatToFlat Max Open Loss (P)	Max Open Profit (P)	Max Open Loss (P)	Entry Efficiency	Exit Efficiency	Total Efficiency	Commission (C)	High Price While Open	Low Price While Open	Note	Open Position Quantity	Close Position Quantity	Duration	Account
[Sim]ESU3.CME	Short	2023-08-17  11:30:12.540	2023-08-17  11:35:57.547	4414.50	4412.25	1	5	3	2.20	133.89	6.59	6.75	-3.75	2.25	-1.25	100.0%	56.6%	20.9%	2.66	4415.75	4412.25	2Targets5c_3out_2run.twconfig	5	2	00:05:45	Sim1
[Sim]ESU3.CME	Short	2023-08-17  11:30:12.540	2023-08-17  11:37:20.686 EP	4414.50	4414.50	2	5	5	-0.11	133.78	6.48 F	12.25	-6.25	5.50	-2.50	100.0%	33.2%	-0.6%	5.32	4415.75	4411.75	2Targets5c_3out_2run.twconfig	5	0	00:07:08	Sim1
[Sim]ESU3.CME	Long	2023-08-17  12:54:07.615 BP	2023-08-17  13:00:47.634	4425.00	4425.25	2	5	2	0.39	134.17	0.39	5.00	-2.50	5.00	-2.50	100.0%	38.6%	5.2%	5.32	4427.50	4423.75	2Targets5c_3out_2run.twconfig	2	3	00:06:40	Sim1
[Sim]ESU3.CME	Long	2023-08-17  12:54:07.616	2023-08-17  13:00:47.634 EP	4425.00	4425.25	3	5	5	0.59	134.76	0.98 F	12.50	-6.25	7.50	-3.75	100.0%	36.5%	3.1%	7.98	4427.50	4423.75	2Targets5c_3out_2run.twconfig	5	0	00:06:40	Sim1
[Sim]ESU3.CME	Short	2023-08-17  13:04:50.772 BP	2023-08-17  13:07:54.712	4423.75	4423.50	2	5	2	0.39	135.16	0.39	4.50	-0.50	4.50	-0.50	100.0%	17.9%	7.9%	5.32	4424.00	4421.50	2Targets5c_3out_2run.twconfig	2	3	00:03:03	Sim1
[Sim]ESU3.CME	Short	2023-08-17  13:04:50.772	2023-08-17  13:07:54.712 EP	4423.75	4423.50	3	5	5	0.59	135.75	0.98 F	11.25	-1.25	6.75	-0.75	100.0%	14.7%	4.7%	7.98	4424.00	4421.50	2Targets5c_3out_2run.twconfig	5	0	00:03:03	Sim1
[Sim]ESU3.CME	Long	2023-08-17  13:34:59.846 BP	2023-08-17  13:42:04.686	4412.00	4410.75	2	5	2	-2.61	133.14	-2.61	4.00	-2.50	4.00	-2.50	100.0%	-1.6%	-40.1%	5.32	4414.00	4410.75	2Targets5c_3out_2run.twconfig	2	3	00:07:04	Sim1
[Sim]ESU3.CME	Long	2023-08-17  13:34:59.846	2023-08-17  13:42:04.686 EP	4412.00	4410.75	3	5	5	-3.91	129.23	-6.52 F	10.00	-6.25	6.00	-3.75	100.0%	14.4%	-24.1%	7.98	4414.00	4410.75	2Targets5c_3out_2run.twconfig	5	0	00:07:04	Sim1
[Sim]ESU3.CME	Short	2023-08-17  13:46:13.578 BP	2023-08-17  14:05:13.581	4406.75	4405.75	2	10	2	1.89	131.13	1.89	2.00	-7.50	2.00	-7.50	100.0%	98.9%	19.9%	5.32	4410.50	4405.75	2Targets5c_3out_2run.twconfig	2	8	00:19:00	Sim1
[Sim]ESU3.CME	Short	2023-08-17  13:46:13.578	2023-08-17  14:05:13.581	4406.75	4405.75	1	10	3	0.95	132.07	2.84	3.00	-11.25	1.00	-3.75	100.0%	85.6%	6.6%	2.66	4410.50	4405.75	2Targets5c_3out_2run.twconfig	5	7	00:19:00	Sim1
[Sim]ESU3.CME	Short	2023-08-17  13:46:13.578	2023-08-17  14:15:26.477	4406.75	4404.25	2	10	5	4.89	136.97	7.73	8.00	-18.75	5.00	-7.50	100.0%	88.4%	18.3%	5.32	4410.50	4404.25	2Targets5c_3out_2run.twconfig	5	5	00:29:12	Sim1
[Sim]ESU3.CME	Short	2023-08-17  13:47:39.647	2023-08-17  14:15:26.477	4408.00	4404.25	1	10	6	3.70	140.66	11.43	11.75	-21.25	3.75	-2.50	62.5%	75.6%	11.2%	2.66	4410.50	4404.25	2Targets5c_3out_2run.twconfig	7	4	00:27:46	Sim1
[Sim]ESU3.CME	Short	2023-08-17  13:47:39.647	2023-08-17  14:27:39.758	4408.00	4407.50	1	10	7	0.45	141.11	11.88	18.00	-23.75	6.25	-2.50	62.5%	58.0%	1.1%	2.66	4410.50	4401.75	2Targets5c_3out_2run.twconfig	7	3	00:40:00	Sim1
[Sim]ESU3.CME	Short	2023-08-17  13:47:39.647	2023-08-17  14:27:39.758	4408.00	4407.50	1	10	8	0.45	141.56	12.32	24.25	-26.25	6.25	-2.50	62.5%	52.9%	0.9%	2.66	4410.50	4401.75	2Targets5c_3out_2run.twconfig	10	2	00:40:00	Sim1
[Sim]ESU3.CME	Short	2023-08-17  13:47:39.647	2023-08-17  14:27:39.758 EP	4408.00	4407.50	2	10	10	0.89	142.45	13.22 F	36.75	-31.25	12.50	-5.00	62.5%	47.3%	1.3%	5.32	4410.50	4401.75	2Targets5c_3out_2run.twconfig	10	0	00:40:00	Sim1
[Sim]ESU3.CME	Short	2023-08-17  14:31:24.380 BP	2023-08-17  14:36:25.737	4403.50	4401.25	2	5	2	4.39	146.84	4.39	4.50	-1.00	4.50	-1.00	100.0%	98.1%	79.9%	5.32	4404.00	4401.25	2Targets5c_3out_2run.twconfig	2	3	00:05:01	Sim1
[Sim]ESU3.CME	Short	2023-08-17  14:31:24.380	2023-08-17  14:36:25.737	4403.50	4401.25	1	5	3	2.20	149.04	6.59	6.75	-1.50	2.25	-0.50	100.0%	44.8%	26.6%	2.66	4404.00	4401.25	2Targets5c_3out_2run.twconfig	5	2	00:05:01	Sim1
[Sim]ESU3.CME	Short	2023-08-17  14:31:24.380	2023-08-17  14:37:45.397 EP	4403.50	4403.25	2	5	5	0.39	149.43	6.98 F	12.75	-2.50	6.00	-1.00	100.0%	19.0%	2.6%	5.32	4404.00	4400.50	2Targets5c_3out_2run.twconfig	5	0	00:06:21	Sim1
[Sim]ESU3.CME	Short	2023-08-17  14:52:31.958 BP	2023-08-17  14:55:20.634	4396.25	4393.00	2	5	2	6.39	155.83	6.39	7.00	-2.00	7.00	-2.00	100.0%	93.3%	71.0%	5.32	4397.25	4392.75	2Targets5c_3out_2run.twconfig	2	3	00:02:48	Sim1
[Sim]ESU3.CME	Short	2023-08-17  14:52:31.958	2023-08-17  14:55:20.634	4396.25	4393.00	1	5	3	3.20	159.03	9.59	10.50	-3.00	3.50	-1.00	100.0%	45.9%	23.7%	2.66	4397.25	4392.75	2Targets5c_3out_2run.twconfig	5	2	00:02:48	Sim1
[Sim]ESU3.CME	Short	2023-08-17  14:52:31.958	2023-08-17  15:14:08.111 EP	4396.25	4385.25	2	5	5	21.89	180.92	31.48 F	38.50	-5.00	28.00	-2.00	100.0%	61.8%	50.3%	5.32	4397.25	4382.25	2Targets5c_3out_2run.twconfig	5	0	00:21:36	Sim1
[Sim]ESU3.CME	Long	2023-08-17  15:22:53.272 BP	2023-08-17  15:24:16.922	4383.75	4380.50	2	5	2	-6.61	174.31	-6.61	0.50	-6.50	0.50	-6.50	100.0%	-1.5%	-94.4%	5.32	4384.00	4380.50	2Targets5c_3out_2run.twconfig	2	3	00:01:23	Sim1
[Sim]ESU3.CME	Long	2023-08-17  15:22:53.272	2023-08-17  15:24:16.922 EP	4383.75	4380.50	3	5	5	-9.91	164.40	-16.52 F	1.25	-16.25	0.75	-9.75	100.0%	36.2%	-56.6%	7.98	4384.00	4380.50	2Targets5c_3out_2run.twconfig	5	0	00:01:23	Sim1
[Sim]ESU3.CME	Long	2023-08-17  15:46:27.369 BP	2023-08-17  15:50:11.894	4384.75	4387.00	2	5	2	4.39	168.80	4.39	4.50	-2.50	4.50	-2.50	100.0%	98.5%	62.8%	5.32	4387.00	4383.50	2Targets5c_3out_2run.twconfig	2	3	00:03:44	Sim1
[Sim]ESU3.CME	Long	2023-08-17  15:46:27.369	2023-08-17  15:50:11.894	4384.75	4387.00	1	5	3	2.20	170.99	6.59	6.75	-3.75	2.25	-1.25	100.0%	56.6%	20.9%	2.66	4387.00	4383.50	2Targets5c_3out_2run.twconfig	5	2	00:03:44	Sim1
[Sim]ESU3.CME	Long	2023-08-17  15:46:27.369	2023-08-17  15:51:55.104 EP	4384.75	4387.00	2	5	5	4.39	175.39	10.98 F	20.25	-6.25	13.50	-2.50	100.0%	40.2%	16.6%	5.32	4391.50	4383.50	2Targets5c_3out_2run.twconfig	5	0	00:05:27	Sim1
[Sim]ESU3.CME	Long	2023-08-17  15:56:04.519 BP	2023-08-17  15:56:59.245	4392.50	4389.50	2	5	2	-6.11	169.28	-6.11	0.50	-6.50	0.50	-6.50	100.0%	5.6%	-87.2%	5.32	4392.75	4389.25	2Targets5c_3out_2run.twconfig	2	3	00:00:54	Sim1
[Sim]ESU3.CME	Long	2023-08-17  15:56:04.519	2023-08-17  15:56:59.245 EP	4392.50	4389.50	3	5	5	-9.16	160.12	-15.27 F	1.25	-16.25	0.75	-9.75	100.0%	40.5%	-52.3%	7.98	4392.75	4389.25	2Targets5c_3out_2run.twconfig	5	0	00:00:54	Sim1
[Sim]ESU3.CME	Long	2023-08-18  09:35:56.981 BP	2023-08-18  09:36:24.559	4361.50	4363.75	2	5	2	4.39	164.51	4.39	4.50	-4.00	4.50	-4.00	100.0%	98.7%	51.7%	5.32	4363.75	4359.50	2Targets5c_3out_2run.twconfig	2	3	00:00:27	Sim1
[Sim]ESU3.CME	Long	2023-08-18  09:35:56.982	2023-08-18  09:36:24.559	4361.50	4363.75	1	5	3	2.20	166.71	6.59	6.75	-6.00	2.25	-2.00	100.0%	64.3%	17.2%	2.66	4363.75	4359.50	2Targets5c_3out_2run.twconfig	5	2	00:00:27	Sim1
[Sim]ESU3.CME	Long	2023-08-18  09:35:56.982	2023-08-18  09:38:25.997 EP	4361.50	4362.25	2	5	5	1.39	168.10	7.98 F	14.25	-10.00	7.50	-4.00	100.0%	47.0%	5.7%	5.32	4365.25	4359.50	2Targets5c_3out_2run.twconfig	5	0	00:02:29	Sim1
[Sim]ESU3.CME	Long	2023-08-18  09:43:26.733 BP	2023-08-18  09:44:01.822	4363.75	4364.00	2	5	2	0.39	168.50	0.39	2.00	-1.00	2.00	-1.00	100.0%	46.4%	13.1%	5.32	4364.75	4363.25	2Targets5c_3out_2run.twconfig	2	3	00:00:35	Sim1
[Sim]ESU3.CME	Long	2023-08-18  09:43:26.734	2023-08-18  09:44:01.822 EP	4363.75	4364.00	3	5	5	0.59	169.09	0.98 F	5.00	-2.50	3.00	-1.50	100.0%	41.2%	7.9%	7.98	4364.75	4363.25	2Targets5c_3out_2run.twconfig	5	0	00:00:35	Sim1
[Sim]ESU3.CME	Short	2023-08-18  09:44:11.101 BP	2023-08-18  09:44:34.324	4362.25	4365.25	2	5	2	-6.11	162.98	-6.11	2.00	-6.00	2.00	-6.00	100.0%	-1.3%	-76.3%	5.32	4365.25	4361.25	2Targets5c_3out_2run.twconfig	2	3	00:00:23	Sim1
[Sim]ESU3.CME	Short	2023-08-18  09:44:11.102	2023-08-18  09:44:34.324 EP	4362.25	4365.25	3	5	5	-9.16	153.82	-15.27 F	5.00	-15.00	3.00	-9.00	100.0%	29.2%	-45.8%	7.98	4365.25	4361.25	2Targets5c_3out_2run.twconfig	5	0	00:00:23	Sim1
[Sim]ESU3.CME	Long	2023-08-18  09:47:00.870 BP	2023-08-18  09:48:37.754	4364.75	4367.00	2	5	2	4.39	158.22	4.39	5.00	-3.00	5.00	-3.00	100.0%	92.4%	54.9%	5.32	4367.25	4363.25	2Targets5c_3out_2run.twconfig	2	3	00:01:36	Sim1
[Sim]ESU3.CME	Long	2023-08-18  09:47:00.870	2023-08-18  09:48:37.754	4364.75	4367.00	1	5	3	2.20	160.41	6.59	7.50	-4.50	2.50	-1.50	100.0%	55.8%	18.3%	2.66	4367.25	4363.25	2Targets5c_3out_2run.twconfig	5	2	00:01:36	Sim1
[Sim]ESU3.CME	Long	2023-08-18  09:47:00.870	2023-08-18  09:54:03.513 EP	4364.75	4367.00	2	5	5	4.39	164.81	10.98 F	22.50	-7.50	15.00	-3.00	100.0%	39.6%	14.6%	5.32	4372.25	4363.25	2Targets5c_3out_2run.twconfig	5	0	00:07:02	Sim1
[Sim]ESU3.CME	Short	2023-08-18  09:55:29.903 BP	2023-08-18  09:55:43.492	4366.25	4364.00	2	5	2	4.39	169.20	4.39	4.50	-0.50	4.50	-0.50	100.0%	97.9%	87.9%	5.32	4366.50	4364.00	2Targets5c_3out_2run.twconfig	2	3	00:00:13	Sim1
[Sim]ESU3.CME	Short	2023-08-18  09:55:29.903	2023-08-18  09:55:43.492	4366.25	4364.00	1	5	3	2.20	171.40	6.59	6.75	-0.75	2.25	-0.25	100.0%	39.3%	29.3%	2.66	4366.50	4364.00	2Targets5c_3out_2run.twconfig	5	2	00:00:13	Sim1
[Sim]ESU3.CME	Short	2023-08-18  09:55:29.903	2023-08-18  09:58:28.086 EP	4366.25	4363.50	2	5	5	5.39	176.79	11.98 F	16.75	-1.25	10.00	-0.50	100.0%	36.9%	30.0%	5.32	4366.50	4361.25	2Targets5c_3out_2run.twconfig	5	0	00:02:58	Sim1
[Sim]ESU3.CME	Long	2023-08-18  10:47:09.974 BP	2023-08-18  10:48:35.809	4368.75	4371.00	2	5	2	4.39	181.18	4.39	4.50	-2.50	4.50	-2.50	100.0%	98.5%	62.8%	5.32	4371.00	4367.50	2Targets5c_3out_2run.twconfig	2	3	00:01:25	Sim1
[Sim]ESU3.CME	Long	2023-08-18  10:47:09.975	2023-08-18  10:48:35.809	4368.75	4371.00	1	5	3	2.20	183.38	6.59	6.75	-3.75	2.25	-1.25	100.0%	56.6%	20.9%	2.66	4371.00	4367.50	2Targets5c_3out_2run.twconfig	5	2	00:01:25	Sim1
[Sim]ESU3.CME	Long	2023-08-18  10:47:09.975	2023-08-18  10:50:41.926 EP	4368.75	4367.50	2	5	5	-2.61	180.77	3.98 F	11.25	-6.25	4.50	-2.50	100.0%	20.8%	-14.9%	5.32	4371.00	4367.50	2Targets5c_3out_2run.twconfig	5	0	00:03:31	Sim1
[Sim]ESU3.CME	Long	2023-08-18  11:14:20.447 BP	2023-08-18  11:14:43.343	4378.25	4376.75	2	5	2	-3.11	177.67	-3.11	0.00	-3.00	0.00	-3.00	100.0%	-3.5%	-103.5%	5.32	4378.25	4376.75	2Targets5c_3out_2run.twconfig	2	3	00:00:22	Sim1
[Sim]ESU3.CME	Long	2023-08-18  11:14:20.448	2023-08-18  11:14:43.343 EP	4378.25	4376.75	3	5	5	-4.66	173.01	-7.77 F	0.00	-7.50	0.00	-4.50	100.0%	37.9%	-62.1%	7.98	4378.25	4376.75	2Targets5c_3out_2run.twconfig	5	0	00:00:22	Sim1
[Sim]ESU3.CME	Long	2023-08-18  11:14:53.781 BP	2023-08-18  11:15:34.892	4378.00	4380.75	2	5	2	5.39	178.40	5.39	5.50	-0.50	5.50	-0.50	100.0%	98.2%	89.9%	5.32	4380.75	4377.75	2Targets5c_3out_2run.twconfig	2	3	00:00:41	Sim1
[Sim]ESU3.CME	Long	2023-08-18  11:14:53.781	2023-08-18  11:15:34.892	4378.00	4380.75	1	5	3	2.70	181.10	8.09	8.25	-0.75	2.75	-0.25	100.0%	38.3%	30.0%	2.66	4380.75	4377.75	2Targets5c_3out_2run.twconfig	5	2	00:00:41	Sim1
[Sim]ESU3.CME	Long	2023-08-18  11:14:53.781	2023-08-18  11:16:03.318 EP	4378.00	4378.25	2	5	5	0.39	181.49	8.48 F	13.75	-1.25	5.50	-0.50	100.0%	11.0%	2.6%	5.32	4380.75	4377.75	2Targets5c_3out_2run.twconfig	5	0	00:01:09	Sim1
[Sim]ESU3.CME	Short	2023-08-18  11:19:03.598 BP	2023-08-18  11:20:56.460	4378.00	4375.75	2	5	2	4.39	185.89	4.39	4.50	-2.00	4.50	-2.00	100.0%	98.4%	67.6%	5.32	4379.00	4375.75	2Targets5c_3out_2run.twconfig	2	3	00:01:52	Sim1
[Sim]ESU3.CME	Short	2023-08-18  11:19:03.598	2023-08-18  11:20:56.460	4378.00	4375.75	1	5	3	2.20	188.08	6.59	6.75	-3.00	2.25	-1.00	100.0%	53.3%	22.5%	2.66	4379.00	4375.75	2Targets5c_3out_2run.twconfig	5	2	00:01:52	Sim1
[Sim]ESU3.CME	Short	2023-08-18  11:19:03.598	2023-08-18  11:22:15.103 EP	4378.00	4379.00	2	5	5	-2.11	185.98	4.48 F	11.75	-5.00	5.00	-2.00	100.0%	17.3%	-12.6%	5.32	4379.00	4375.50	2Targets5c_3out_2run.twconfig	5	0	00:03:11	Sim1
[Sim]ESU3.CME	Short	2023-08-18  11:24:27.548 BP	2023-08-18  11:26:15.681	4376.75	4374.50	2	5	2	4.39	190.37	4.39	4.50	-1.00	4.50	-1.00	100.0%	98.1%	79.9%	5.32	4377.25	4374.50	2Targets5c_3out_2run.twconfig	2	3	00:01:48	Sim1
[Sim]ESU3.CME	Short	2023-08-18  11:24:27.548	2023-08-18  11:26:15.681	4376.75	4374.50	1	5	3	2.20	192.57	6.59	6.75	-1.50	2.25	-0.50	100.0%	44.8%	26.6%	2.66	4377.25	4374.50	2Targets5c_3out_2run.twconfig	5	2	00:01:48	Sim1
[Sim]ESU3.CME	Short	2023-08-18  11:24:27.548	2023-08-18  11:26:59.431 EP	4376.75	4377.00	2	5	5	-0.61	191.96	5.98 F	12.25	-2.50	5.50	-1.00	100.0%	12.8%	-4.1%	5.32	4377.25	4374.00	2Targets5c_3out_2run.twconfig	5	0	00:02:31	Sim1
[Sim]ESU3.CME	Short	2023-08-18  11:37:06.588 BP	2023-08-18  11:39:49.664	4374.50	4372.25	2	5	2	4.39	196.35	4.39	4.50	-0.50	4.50	-0.50	100.0%	97.9%	87.9%	5.32	4374.75	4372.25	2Targets5c_3out_2run.twconfig	2	3	00:02:43	Sim1
[Sim]ESU3.CME	Short	2023-08-18  11:37:06.588	2023-08-18  11:39:49.664	4374.50	4372.25	1	5	3	2.20	198.55	6.59	6.75	-0.75	2.25	-0.25	100.0%	39.3%	29.3%	2.66	4374.75	4372.25	2Targets5c_3out_2run.twconfig	5	2	00:02:43	Sim1
[Sim]ESU3.CME	Short	2023-08-18  11:37:06.588	2023-08-18  11:44:37.217 EP	4374.50	4374.25	2	5	5	0.39	198.94	6.98 F	21.25	-1.25	14.50	-0.50	100.0%	7.3%	1.7%	5.32	4374.75	4367.25	2Targets5c_3out_2run.twconfig	5	0	00:07:30	Sim1
[Sim]ESU3.CME	Short	2023-08-18  12:05:44.384 BP	2023-08-18  12:13:29.083	4383.50	4381.00	2	5	2	4.89	203.84	4.89	5.00	-4.50	5.00	-4.50	100.0%	98.9%	51.5%	5.32	4385.75	4381.00	2Targets5c_3out_2run.twconfig	2	3	00:07:44	Sim1
[Sim]ESU3.CME	Short	2023-08-18  12:05:44.384	2023-08-18  12:13:29.083	4383.50	4381.00	1	5	3	2.45	206.29	7.34	7.50	-6.75	2.50	-2.25	100.0%	64.5%	17.2%	2.66	4385.75	4381.00	2Targets5c_3out_2run.twconfig	5	2	00:07:44	Sim1
[Sim]ESU3.CME	Short	2023-08-18  12:05:44.384	2023-08-18  12:38:21.456 EP	4383.50	4381.25	2	5	5	4.39	210.68	11.73 F	22.00	-11.25	14.50	-4.50	100.0%	47.0%	13.2%	5.32	4385.75	4376.25	2Targets5c_3out_2run.twconfig	5	0	00:32:37	Sim1
[Sim]ESU3.CME	Long	2023-08-18  12:38:21.456 BP	2023-08-18  12:38:24.460 EP	4381.25	4380.50	3	3	3	-2.41	208.27	-2.41 F	0.00	-2.25	0.00	-2.25	16.7%	-7.1%	-107.1%	7.98	4381.25	4380.50	2Targets5c_3out_2run.twconfig	3	0	00:00:03	Sim1
[Sim]ESU3.CME	Short	2023-08-18  12:43:05.047 BP	2023-08-18  12:48:29.819	4383.00	4384.75	1	2	1	-1.80	206.47	-1.80	1.75	-1.75	1.75	-1.75	100.0%	-1.5%	-51.5%	2.66	4384.75	4381.25	2Targets5c_3out_2run.twconfig	1	1	00:05:24	Sim1
[Sim]ESU3.CME	Short	2023-08-18  12:43:05.047	2023-08-18  12:48:29.819 EP	4383.00	4384.75	1	2	2	-1.80	204.66	-3.61 F	3.50	-3.50	1.75	-1.75	100.0%	24.2%	-25.8%	2.66	4384.75	4381.25	2Targets5c_3out_2run.twconfig	2	0	00:05:24	Sim1
[Sim]ESU3.CME	Short	2023-08-18  12:49:12.198 BP	2023-08-18  12:55:28.416	4384.25	4382.00	1	2	1	2.20	206.86	2.20	2.25	-1.25	2.25	-1.25	100.0%	98.5%	62.8%	2.66	4385.50	4382.00	2Targets5c_3out_2run.twconfig	1	1	00:06:16	Sim1
[Sim]ESU3.CME	Short	2023-08-18  12:49:12.198	2023-08-18  13:06:06.626 EP	4384.25	4381.25	1	2	2	2.95	209.81	5.14 F	11.00	-2.50	8.75	-1.25	100.0%	40.3%	21.8%	2.66	4385.50	4375.50	2Targets5c_3out_2run.twconfig	2	0	00:16:54	Sim1
[Sim]ESU3.CME	Short	2023-08-18  13:17:40.773 BP	2023-08-18  13:20:02.575	4375.25	4373.00	1	2	1	2.20	212.00	2.20	2.25	-0.50	2.25	-0.50	100.0%	98.1%	79.9%	2.66	4375.75	4373.00	2Targets5c_3out_2run.twconfig	1	1	00:02:21	Sim1
[Sim]ESU3.CME	Short	2023-08-18  13:17:40.773	2023-08-18  13:20:14.960 EP	4375.25	4374.75	1	2	2	0.45	212.45	2.64 F	4.50	-1.00	2.25	-0.50	100.0%	26.3%	8.1%	2.66	4375.75	4373.00	2Targets5c_3out_2run.twconfig	2	0	00:02:34	Sim1
[Sim]ESU3.CME	Short	2023-08-18  13:20:23.827 BP	2023-08-18  13:23:26.927	4374.00	4371.75	1	2	1	2.20	214.65	2.20	2.25	-0.50	2.25	-0.50	100.0%	98.1%	79.9%	2.66	4374.50	4371.75	2Targets5c_3out_2run.twconfig	1	1	00:03:03	Sim1
[Sim]ESU3.CME	Short	2023-08-18  13:20:23.827	2023-08-18  13:28:51.129 EP	4374.00	4375.25	1	2	2	-1.30	213.34	0.89 F	8.75	-1.75	6.50	-1.25	100.0%	4.3%	-12.4%	2.66	4375.25	4367.50	2Targets5c_3out_2run.twconfig	2	0	00:08:27	Sim1
[Sim]ESU3.CME	Short	2023-08-18  13:30:43.211 BP	2023-08-18  13:33:29.288	4375.75	4377.75	1	2	1	-2.05	211.29	-2.05	2.00	-2.00	2.00	-2.00	100.0%	-1.3%	-51.3%	2.66	4377.75	4373.75	2Targets5c_3out_2run.twconfig	1	1	00:02:46	Sim1
[Sim]ESU3.CME	Short	2023-08-18  13:30:43.211	2023-08-18  13:33:29.289 EP	4375.75	4377.75	1	2	2	-2.05	209.24	-4.11 F	4.00	-4.00	2.00	-2.00	100.0%	24.3%	-25.7%	2.66	4377.75	4373.75	2Targets5c_3out_2run.twconfig	2	0	00:02:46	Sim1
[Sim]ESU3.CME	Short	2023-08-18  13:36:08.216 BP	2023-08-18  13:38:55.274	4376.25	4374.00	1	2	1	2.20	211.43	2.20	2.25	-2.00	2.25	-2.00	100.0%	98.7%	51.7%	2.66	4378.25	4374.00	2Targets5c_3out_2run.twconfig	1	1	00:02:47	Sim1
[Sim]ESU3.CME	Short	2023-08-18  13:36:08.216	2023-08-18  13:43:27.971 EP	4376.25	4375.50	1	2	2	0.70	212.13	2.89 F	6.75	-4.00	4.50	-2.00	100.0%	43.7%	6.5%	2.66	4378.25	4371.75	2Targets5c_3out_2run.twconfig	2	0	00:07:19	Sim1
[Sim]ESU3.CME	Short	2023-08-18  13:50:44.629 BP	2023-08-18  13:52:13.104	4378.25	4380.00	1	2	1	-1.80	210.33	-1.80	0.00	-1.75	0.00	-1.75	100.0%	-3.0%	-103.0%	2.66	4380.00	4378.25	2Targets5c_3out_2run.twconfig	1	1	00:01:28	Sim1
[Sim]ESU3.CME	Short	2023-08-18  13:50:44.630	2023-08-18  13:52:13.104 EP	4378.25	4380.00	1	2	2	-1.80	208.52	-3.61 F	0.00	-3.50	0.00	-1.75	100.0%	48.5%	-51.5%	2.66	4380.00	4378.25	2Targets5c_3out_2run.twconfig	2	0	00:01:28	Sim1
[Sim]ESU3.CME	Long	2023-08-18  14:45:49.906 BP	2023-08-18  14:47:10.188	4383.25	4385.50	1	2	1	2.20	210.72	2.20	2.25	0.00	2.25	0.00	100.0%	97.6%	97.6%	2.66	4385.50	4383.25	2Targets5c_3out_2run.twconfig	1	1	00:01:20	Sim1
[Sim]ESU3.CME	Long	2023-08-18  14:45:49.907	2023-08-18  14:49:32.344 EP	4383.25	4383.75	1	2	2	0.45	211.17	2.64 F	4.75	0.00	2.50	0.00	100.0%	9.4%	9.4%	2.66	4385.75	4383.25	2Targets5c_3out_2run.twconfig	2	0	00:03:42	Sim1
[Sim]ESU3.CME	Short	2023-08-18  15:08:47.226 BP	2023-08-18  15:09:38.247	4381.50	4379.25	1	2	1	2.20	213.36	2.20	2.25	-0.75	2.25	-0.75	100.0%	98.2%	73.2%	2.66	4382.25	4379.25	2Targets5c_3out_2run.twconfig	1	1	00:00:51	Sim1
[Sim]ESU3.CME	Short	2023-08-18  15:08:47.227	2023-08-18  15:28:21.631 EP	4381.50	4380.50	1	2	2	0.95	214.31	3.14 F	10.00	-1.50	7.75	-0.75	100.0%	21.3%	8.2%	2.66	4382.25	4373.75	2Targets5c_3out_2run.twconfig	2	0	00:19:34	Sim1
[Sim]ESU3.CME	Long	2023-08-18  15:40:56.008 BP	2023-08-18  15:44:00.524	4384.25	4386.50	1	2	1	2.20	216.51	2.20	2.25	-0.75	2.25	-0.75	100.0%	98.2%	73.2%	2.66	4386.50	4383.50	2Targets5c_3out_2run.twconfig	1	1	00:03:04	Sim1
[Sim]ESU3.CME	Long	2023-08-18  15:40:56.008	2023-08-18  15:50:25.997 EP	4384.25	4390.00	1	2	2	5.70	222.21	7.89 F	14.00	-1.50	11.75	-0.75	100.0%	46.4%	36.8%	2.66	4396.00	4383.50	2Targets5c_3out_2run.twconfig	2	0	00:09:29	Sim1
[Sim]ESU3.CME	Long	2023-08-18  15:55:20.650 BP	2023-08-18  15:55:58.914	4380.50	4382.75	1	2	1	2.20	224.40	2.20	2.25	-0.25	2.25	-0.25	100.0%	97.9%	87.9%	2.66	4382.75	4380.25	2Targets5c_3out_2run.twconfig	1	1	00:00:38	Sim1
[Sim]ESU3.CME	Long	2023-08-18  15:55:20.650	2023-08-18  15:56:09.167 EP	4380.50	4380.75	1	2	2	0.20	224.60	2.39 F	5.25	-0.50	3.00	-0.25	100.0%	12.1%	3.4%	2.66	4383.50	4380.25	2Targets5c_3out_2run.twconfig	2	0	00:00:48	Sim1
									Total: 3.50
